SENTENCE_ID	RELATION_ID	SENTENCE	ARGUMENT_1	ARGUMENT_1_CATEGORY	RELATION	ARGUMENT_2	ARGUMENT_2_CATEGORY
390	2	de acordo com a cbkc ( confederação_brasileira_de_cinofilia ) , órgão filiado a o fci ( fédération_cynologique_internationale ) , existem onze grupos de raças em o brasil .	cbkc	ORG	de acordo com a cbkc ( confederação_brasileira_de_cinofilia ) , órgão filiado a o fci ( fédération_cynologique_internationale ) , existem onze grupos de raças em o	fci	ORG
401	1	em o norte , uma força de o cica_1 liderada por o tenente-coronel carlos_azeredo toma o quartel_general_da_região_militar_do_porto .	cica_1	ORG	em o norte , uma força de o cica_1 liderada por o tenente-coronel carlos_azeredo toma o quartel_general_da_região_militar_do_porto .	quartel_general_da_região_militar_do_porto	PLC
401	2	em o norte , uma força de o cica_1 liderada por o tenente-coronel carlos_azeredo toma o quartel_general_da_região_militar_do_porto .	norte	PLC	em o norte , uma força de o cica_1 liderada por o tenente-coronel carlos_azeredo toma o quartel_general_da_região_militar_do_porto .	cica_1	ORG
408	1	a abraço é uma instituição_particular_de_solidariedade_social .	abraço	ORG	a abraço é uma instituição_particular_de_solidariedade_social .	instituição_particular_de_solidariedade_social	ORG
411	1	de o grupo alde , graham watson lançou uma petição para que a presidência de o pe use os poderes que lhe confere o regimento para mandar embora um deputado que se comporte de maneira indigna : uma atitude como esta não se pode tolerar e traz-nos o pior de um estádio de futebol , afirmou .	presidência	ORG	de o grupo alde , graham watson lançou uma petição para que a presidência de o pe use os de o pior de estádio de	pe	ORG
413	1	a o recuperar a independência , portugal encontrou-se em posição extremamente débil , pois a ameaça de a espanha - que por mais de um quarto de século não reconheceu essa independência - pesava permanentemente sobre o território metropolitano .	portugal	ORG	a o recuperar a independência , portugal encontrou-se em posição extremamente débil , pois a ameaça de a espanha - que por mais de quarto de sobre	espanha	ORG
419	1	o departamento_de_cultura_científica_do_centro_acadêmico_pereira_barretto ( dcc/capb ) , órgão responsável por a representação e encaminhamento científico de os alunos de a unifesp/epm , fundado em 1937 , atua junto a os alunos promovendo vários cursos extracurriculares , palestras , conferências e discussões de interesse a a área médica .	departamento_de_cultura_científica_do_centro_acadêmico_pereira_barretto	ORG	o departamento_de_cultura_científica_do_centro_acadêmico_pereira_barretto ( dcc/capb ) , órgão responsável por a representação e encaminhamento científico de os alunos de a unifesp/epm , fundado em 1937 , atua junto a e discussões de interesse a a	unifesp/epm	ORG
422	1	a formação e o treino de as falintil - forcas_de_defesa_de_timor-leste , de a polícia_nacional_de_timor-leste e de os guardas prisionais são orientados por os princípios de os direitos humanos .	falintil	ORG	a formação e o treino de as falintil - forcas_de_defesa_de_timor-leste , de a polícia_nacional_de_timor-leste e de os guardas prisionais são orientados por os princípios de os	polícia_nacional_de_timor-leste	ORG
425	1	escutismo distingue câmara_de_santo_tirso ; o corpo_nacional_de_escutas ( cne ) atribuiu ontem a a câmara_de_santo_tirso o diploma de mérito_nacional , a sua mais alta distinção , por o apoio incondicional de a autarquia a o escutismo em o concelho .	corpo_nacional_de_escutas	ORG	escutismo distingue câmara_de_santo_tirso ; o corpo_nacional_de_escutas ( cne ) atribuiu ontem a a câmara_de_santo_tirso o diploma de mérito_nacional , a , por o apoio incondicional de a autarquia a o escutismo em o	câmara_de_santo_tirso	ORG
441	1	com um total de 161 militares , o contingente português integrado em a força_internacional_de_assistência_e_segurança ( isaf ) constitui a força_de_reacção_rápida_do_comandante de a força de a nato em o afeganistão .	força_internacional_de_assistência_e_segurança	ORG	com um total de 161 militares , o contingente português integrado em a força_internacional_de_assistência_e_segurança ( isaf ) constitui a força_de_reacção_rápida_do_comandante de a força de a nato em o afeganistão	força_de_reacção_rápida_do_comandante	ORG
441	2	com um total de 161 militares , o contingente português integrado em a força_internacional_de_assistência_e_segurança ( isaf ) constitui a força_de_reacção_rápida_do_comandante de a força de a nato em o afeganistão .	isaf	ORG	com um total de 161 militares , o contingente português integrado em a força_internacional_de_assistência_e_segurança ( isaf ) constitui a força_de_reacção_rápida_do_comandante de a força de a nato em o afeganistão	força_de_reacção_rápida_do_comandante	ORG
457	1	é urgente que aquela comissão averigúe por que razão os estados_membros estão a ignorar as leis de a ue em matéria de segurança marítima e não se trata apenas de a grécia .	estados_membros	ORG	é averigúe por que razão os estados_membros estão a ignorar as leis de a ue em matéria de segurança marítima e não se trata apenas de a	ue	ORG
457	2	é urgente que aquela comissão averigúe por que razão os estados_membros estão a ignorar as leis de a ue em matéria de segurança marítima e não se trata apenas de a grécia .	estados_membros	ORG	é averigúe por que razão os estados_membros estão a ignorar as leis de a ue em matéria de segurança marítima e não se trata apenas de a	grécia	ORG
